Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,ecg_id,segment_id,label
-0.80356187,-2.8747036,-5.2207813,-3.5555308,5.041637,-0.48607275,-0.54666424,0.0709078,-3.13837,-4.0671334,0.40351036,-5.978469,-3.1248531,-0.6851547,-1.2251143,8,seg_2a4s,MI
-1.35552,-1.856505,-6.7356677,-4.313206,7.6180286,0.87278414,-0.73365605,-0.24221689,-2.854931,-3.5049415,-1.9050986,-5.8610272,-3.7331324,0.41557682,0.17355421,8,seg_4a6s,MI
-1.8096846,-2.5925558,-3.2957163,-0.590504,6.521476,0.39622876,-0.2861342,2.9912317,-2.753835,-4.1596303,0.09092099,-5.466397,-1.1137143,0.8220139,-0.5825496,8,seg_6a8s,MI
-1.4346249,-1.6666573,-5.2312226,-2.760295,6.4638176,1.3285619,-0.4873508,0.39690763,-2.732409,-3.5678701,-0.94337505,-5.251214,-2.440686,0.4102503,0.06812767,8,seg_8a10s,MI
-1.881353,-2.711027,-3.021605,-0.5195526,4.693995,0.6262629,0.89966226,1.0403137,-0.20724532,-3.394381,0.6110669,-5.013322,0.5231488,0.20194714,0.31806502,9,seg_0a2s,NORM
-1.5908724,-2.8066387,-2.88101,-0.6182466,4.8382926,0.54229856,0.67902803,0.75858665,-0.056729525,-3.5151556,0.47443923,-4.959503,0.50107014,0.30371264,0.37591365,9,seg_2a4s,NORM
-1.7936995,-2.8483474,-2.9370313,-0.7253548,5.0911856,0.6885316,0.6796861,0.95824754,0.021488287,-3.4932587,0.45968106,-5.065139,0.59541965,0.28965575,0.5159062,9,seg_4a6s,NORM
-0.96993965,-2.5434687,-3.0576978,-0.91860706,3.6569853,0.557531,0.4445031,-0.57104635,0.29847568,-3.674907,1.3742009,-4.7691836,0.44725746,-0.53107667,0.20599173,9,seg_6a8s,NORM
-1.8385878,-2.160494,-3.0893788,0.08769707,4.8891773,0.10467225,1.2136843,1.918921,-0.7353949,-2.7819011,0.39072722,-4.947344,0.34247983,0.56422395,-0.36110935,9,seg_8a10s,NORM
-0.120385356,-2.9620743,-3.02003,-0.8660899,3.0918896,-0.24735382,-0.3214655,0.47966832,-0.042860433,-3.0624387,0.11946193,-2.5331523,-0.0874119,0.31617197,0.12530972,10,seg_0a2s,NORM
-0.017224148,-3.5097015,-2.304223,-1.125699,2.351637,-0.1960454,-0.43816763,-0.5173631,0.71027106,-3.1253524,0.58539045,-2.2320108,0.016154267,-0.6236597,0.29251042,10,seg_2a4s,NORM
0.064316526,-3.3955219,-2.3384638,-1.2907526,2.7391653,-0.044265717,-0.3372442,-1.1160887,0.4899769,-3.033829,0.10984992,-2.1593745,-0.11165319,-0.50392944,0.3422563,10,seg_4a6s,NORM
-0.14648712,-3.275526,-2.0019975,-0.90517575,2.118676,-0.13332477,-0.071328595,-0.9575778,0.64547485,-3.1049562,0.3830216,-2.0202827,0.018667579,-0.53311026,0.09649532,10,seg_6a8s,NORM
-0.13690066,-3.0271873,-2.7690096,-1.3411994,2.5226374,0.240408,0.07473067,-1.1544739,-0.15384477,-2.8954804,-0.07903682,-2.1178637,-0.4416291,-0.5776042,0.22314036,10,seg_8a10s,NORM
-0.7626527,-4.441751,-2.8133278,-1.2443409,4.310035,-0.06739533,0.3444651,0.84041107,-0.3000381,-3.6909587,-1.0348196,-2.7687135,-0.6416435,-0.05915159,0.4194743,11,seg_0a2s,NORM
-0.10293258,-4.561071,-3.0167327,-1.8292694,3.0829785,-0.56463754,0.17334992,-0.3186155,0.23543164,-3.9560864,-0.119571164,-2.7132413,-0.7383121,-0.80776536,0.2363112,11,seg_2a4s,NORM
-0.77580786,-4.508692,-3.7455726,-1.2530568,5.690598,-0.6897633,-0.22162092,1.3963279,-1.5667102,-2.9109244,-1.6699181,-3.2151537,-1.4043136,0.36261082,-0.0009700507,11,seg_4a6s,NORM
-1.1691669,-5.035462,-3.754004,-2.3005128,5.849688,-0.10418165,-0.6904506,0.32614177,-0.47765505,-3.0596025,-1.8379391,-3.3869498,-1.7322251,-0.056655392,0.8596214,11,seg_6a8s,NORM
-0.7988214,-4.648681,-3.3548422,-1.7861693,4.95404,-0.1314193,-0.24776345,0.41408408,-0.45430106,-3.16732,-1.5622507,-3.049919,-1.3598624,-0.021933496,0.71721256,11,seg_8a10s,NORM
0.45983905,-3.4683745,-2.2833667,-1.5919585,3.3717542,0.041414678,-0.60604435,-0.75914586,1.001993,-4.255621,0.45125213,-2.3609726,0.67385924,-0.23259224,0.5702629,12,seg_0a2s,NORM
0.7102465,-3.4472253,-1.7272933,-1.1560664,3.6306884,-0.17527914,-1.0184208,-1.1792065,1.5667627,-4.2014155,0.8728835,-2.297805,0.9395535,-0.5624717,0.47836208,12,seg_2a4s,NORM
-0.40486073,-3.2570574,-2.4514256,-1.1692114,2.1073816,0.31170592,0.27134955,-0.025408328,0.7121337,-3.530261,0.47943065,-1.9645228,0.5715607,-0.40029645,0.48618802,12,seg_4a6s,NORM
0.8378705,-3.5763586,-1.9631447,-1.4264548,3.8045547,-0.21591645,-1.1688095,-1.1595279,1.5837917,-4.4194403,0.8086902,-2.4540746,0.8946782,-0.41764444,0.5598346,12,seg_6a8s,NORM
-3.0542283,-4.4697433,-4.7672596,-0.9004883,-0.9029741,-0.047172427,4.8918805,2.4757056,-1.8038647,-5.146326,0.22028854,-3.5218914,-0.96366304,-1.1590359,-0.104174316,12,seg_8a10s,NORM
-0.07318266,-2.6416438,-4.282466,-1.0077078,3.404604,0.2121673,-0.36547384,0.14959988,-0.9070484,-3.27405,0.041726753,-2.4687018,-0.39951736,0.14099653,0.4164835,13,seg_0a2s,NORM
-0.041321352,-2.799303,-3.9486566,-0.723518,3.01642,-0.15204114,-0.3733727,0.3249228,-0.62710434,-3.0868948,0.40320742,-2.458888,-0.23434529,0.015949264,0.2674893,13,seg_2a4s,NORM
-0.6523991,-2.586628,-3.6991324,-0.03544219,4.087318,0.10298285,-0.68978614,1.4396616,-0.5201427,-2.1238182,-0.23347178,-2.2989647,-0.04846531,0.6285775,0.51661885,13,seg_4a6s,NORM
0.023127839,-2.8140376,-3.845859,-0.6601126,3.0569572,0.0037845671,-0.37017095,0.16640711,-0.52773994,-3.263596,0.28153992,-2.3085709,-0.113325685,0.12620053,0.24461946,13,seg_6a8s,NORM
-0.55980325,-3.1168842,-3.866292,-1.0687978,1.6077253,0.08845627,0.0520074,-0.14040573,-0.080297306,-3.227297,0.89991885,-2.1064634,-0.19498292,-0.70311093,0.39637977,13,seg_8a10s,NORM
-0.64291596,-3.433629,-1.945939,-0.04827699,3.2240043,0.016023666,0.43777534,0.4530111,0.3882851,-3.245054,-0.30318803,-1.8108205,0.24402373,-0.09552573,0.47215852,14,seg_0a2s,NORM
-1.1676097,-3.4517968,-2.4506125,-0.17936727,2.6874976,0.0743043,0.6353394,0.691335,0.15131265,-2.5646448,-0.5898179,-1.936872,-0.29255706,-0.08422196,0.516658,14,seg_2a4s,NORM
0.051348284,-3.1623733,-2.4683785,-0.7217124,3.4331193,-0.2327132,0.09447425,-0.2775228,0.28930643,-3.2367554,-0.37780154,-1.9596272,0.04546736,0.04511694,0.18467271,14,seg_4a6s,NORM
-0.90387315,-3.1324131,-2.2043214,-0.02205059,2.592025,0.18429056,0.76332235,0.63243616,0.2519119,-2.945849,-0.44797716,-1.7519218,0.07601029,0.04877486,0.45575318,14,seg_6a8s,NORM
-0.3268858,-3.2534363,-2.5542326,-0.7523427,3.7539823,0.037756816,0.2420294,0.060505748,-0.026147768,-3.7537017,-0.4824064,-2.0265832,-0.1527928,-0.011933103,0.4095867,14,seg_8a10s,NORM
-0.9147132,-3.309802,-3.4980707,-1.5242355,2.2880628,0.21204242,-0.27305728,-0.52457875,0.09379828,-2.0806422,-0.09366537,-2.7614298,-1.1880621,-0.6312039,0.20376456,15,seg_0a2s,NORM
-1.4519303,-4.2126317,-4.126766,-1.6239748,6.472686,-0.44141367,-2.0187829,0.9948431,-0.48402894,-1.060393,-1.6424847,-3.5533047,-1.6780196,0.68898237,0.24998522,15,seg_2a4s,NORM
-0.49634784,-3.5222118,-3.1347036,-1.4182267,2.4581223,-0.13555244,-0.6017065,-0.644889,0.4216887,-2.4344676,0.26082247,-2.6830983,-0.77543414,-0.56764513,0.16164501,15,seg_4a6s,NORM
-0.25104254,-3.7555807,-2.5598001,-1.225384,2.6921284,-0.49654523,-1.2550093,-0.7938589,0.96995467,-2.2932096,0.603912,-2.6716204,-0.6553809,-0.7110645,-0.08939868,15,seg_6a8s,NORM
-0.6164027,-3.6068048,-4.0365415,-2.0137196,3.4804363,0.3235911,-1.4480269,-0.9981541,-0.3976887,-2.4560654,0.0020857602,-2.8991575,-1.6250091,-0.8494595,0.1087576,15,seg_8a10s,NORM
-1.0742009,-4.7226734,-6.8450193,-3.723885,5.1031504,-1.7889094,1.264769,3.1149654,-0.1905066,-4.984336,1.4740285,-4.486575,0.87071276,-0.62999636,-0.26491442,16,seg_0a2s,NORM
-0.7262003,-4.4502764,-5.351389,-2.316857,4.294636,-1.3127958,-0.05579865,2.3545442,-0.36941606,-4.122537,0.81821316,-4.059039,-0.44088966,-0.27263254,0.39798993,16,seg_2a4s,NORM
-0.9550618,-4.0525293,-4.4901466,-0.79457307,5.197474,-1.1712326,-0.69952714,3.2501345,-0.57762855,-3.271187,0.56372255,-3.817621,-0.28944692,0.24357073,0.48322082,16,seg_4a6s,NORM
0.14676426,-3.6694243,-5.116236,-1.8131592,3.619587,-1.2932118,-0.83690757,1.4554112,-0.95144874,-3.869116,0.7000299,-3.6852713,-1.1941279,-0.05460553,0.64291507,16,seg_6a8s,NORM
0.4218259,-3.8258932,-5.577268,-2.0560305,3.9465399,-1.8142529,0.08018757,1.2533969,-1.4099905,-4.5504932,0.95184994,-4.051224,-0.81191975,-0.3344705,0.30538803,16,seg_8a10s,NORM
-0.018806085,-4.795751,-3.0860724,-1.9703231,3.337855,-1.7267928,-0.7565497,0.35274154,-0.9443777,-3.5040948,0.88582057,-4.7533364,-1.8376557,-0.8880633,-0.4020522,19,seg_0a2s,NORM
0.6199796,-4.739057,-2.5065184,-1.8920417,3.90303,-1.7429326,-1.5642035,-0.33843994,-0.18948594,-3.8218708,0.8002816,-4.4027696,-1.6214706,-0.7038402,-0.07615551,19,seg_2a4s,NORM
0.28521943,-4.7790623,-2.999311,-1.899132,3.3373656,-1.7973416,-0.81046075,0.02276054,-0.699897,-3.8398921,0.7363739,-4.5648537,-1.7900296,-0.7002362,-0.1943264,19,seg_4a6s,NORM
0.61513335,-4.7818303,-2.3837976,-1.7659461,3.9906971,-1.7843904,-1.3651265,-0.5052636,-0.42083693,-3.7408795,0.81289077,-4.6424017,-1.5445687,-0.72337186,-0.07882947,19,seg_6a8s,NORM
0.19428082,-4.669304,-3.1003432,-1.845542,3.1470244,-1.6353697,-0.8224376,0.13106298,-0.8102128,-3.6863024,0.7516393,-4.3351464,-1.8346219,-0.812858,-0.1436105,19,seg_8a10s,NORM
-0.70319647,-3.830561,-3.8470774,-1.7380505,4.475373,-0.38553777,-0.1478074,0.48096424,0.34617528,-3.2066371,-0.03524116,-3.407341,0.05438511,0.17499298,-0.16557539,21,seg_0a2s,NORM
-1.3210478,-4.185112,-3.2041364,-1.0425065,3.797439,-0.30162212,0.29214436,1.1398153,0.38604403,-3.1883354,-0.051809177,-3.2028198,0.08028568,0.1378381,-0.09391773,21,seg_2a4s,NORM
-0.89500797,-3.6386883,-3.9005394,-1.6405215,3.751097,-0.2560614,0.30782863,0.81429243,0.22210869,-3.1076741,-0.0766237,-3.33631,0.09112242,0.31419864,-0.3237894,21,seg_4a6s,NORM
-1.3708037,-4.298346,-2.8445191,-1.3126721,4.0171084,-0.15020391,0.23740876,1.1259302,0.6771117,-3.0267572,-0.3691553,-3.110773,0.2312444,0.28440207,0.24353501,21,seg_6a8s,NORM
-2.1542442,-5.203217,-4.1856103,-1.7932243,4.8163753,-0.06309244,-0.22296572,1.7558234,-0.21996546,-3.103871,-0.730884,-3.8927097,-0.84601665,0.16171156,0.5622951,21,seg_8a10s,NORM
-1.4677644,-3.6231077,-2.9068704,-0.0024890453,4.485895,-0.021702081,0.452428,0.75023127,-0.6918097,-4.525826,0.701512,-3.4972656,-0.13621597,-0.38715422,-1.0536523,22,seg_0a2s,STTC
-1.491594,-3.7108717,-3.0551982,0.17550191,4.385558,-0.25924638,0.36311823,0.940909,-0.72083515,-4.335912,1.0707747,-3.6145418,0.03299836,-0.49754024,-0.92248666,22,seg_2a4s,STTC
-2.3978412,-3.8823185,-2.703291,0.50975317,4.0180025,0.17855504,0.80911654,1.552803,-0.74301255,-3.7935634,0.7229577,-3.5468025,-0.032109253,-0.48767495,-0.460443,22,seg_4a6s,STTC
-1.7276801,-3.6683507,-3.0606046,0.41763452,4.419445,-0.056698054,0.4696357,1.164086,-0.7798889,-4.405236,1.2225661,-3.6833532,0.12858915,-0.60459197,-0.96044886,22,seg_6a8s,STTC
-1.9606324,-4.0469384,-3.148326,-0.33894283,3.0431128,0.19950806,0.875872,0.25480765,-0.22863555,-4.4466114,1.195973,-3.3547697,-0.06632603,-1.050614,-0.56647456,22,seg_8a10s,STTC
-1.1942232,-2.1924815,-1.9645096,-0.26574054,4.1863294,0.3074932,0.053284027,2.2359219,-1.5316169,-3.2992768,-0.4092765,-2.4135334,-0.039226368,0.939586,-1.0769922,25,seg_0a2s,NORM
-1.0652739,-2.124217,-1.781051,0.008331388,3.8416476,-0.06946492,0.50988656,2.2103016,-1.1405241,-3.564524,-0.33795235,-2.3537018,-0.16455682,0.7438952,-0.78057504,25,seg_2a4s,NORM
-1.1921569,-2.1477408,-1.7385736,0.26139396,3.6104155,0.0028563142,0.1863507,2.344962,-1.1080098,-3.2046897,-0.04726054,-2.391523,0.080339834,0.8434672,-1.2009083,25,seg_4a6s,NORM
-1.0557196,-2.1153064,-1.5408546,0.31805906,3.6766794,-0.26796004,0.65254694,2.0297606,-0.98108107,-3.488979,-0.32087386,-2.1419504,-0.22941309,0.5664354,-0.9084691,25,seg_6a8s,NORM
-0.96127224,-2.2662344,-1.6717856,0.31146407,3.6920228,-0.35895875,0.7030728,2.4024582,-1.1032765,-3.8218951,-0.12521544,-2.2657642,-0.22019173,0.45180696,-0.7871418,25,seg_8a10s,NORM
-0.5612626,-2.2973254,-2.3477554,-1.2613308,3.8904798,-0.11404279,1.2965413,1.4428002,-2.065134,-5.1522894,-0.036514208,-3.5258782,-0.77773684,0.14805463,-0.83265877,26,seg_0a2s,STTC
-1.6627171,-3.0190117,-1.8512899,-0.39961505,3.7468028,0.03814234,1.0355854,2.4926069,-1.5790298,-4.3465714,0.28256023,-3.8222075,-0.58412737,0.031403534,-0.42877093,26,seg_2a4s,STTC
-0.6432246,-2.19277,-2.383603,-1.8201249,5.3099027,-0.043540895,1.1675259,2.2252991,-2.2807295,-5.2354126,-1.6942947,-3.5230122,-1.3682495,1.3389225,-0.783728,26,seg_4a6s,STTC
-0.46856877,-2.6178837,-2.0647101,-0.88704467,3.4143991,-0.72365725,1.1321006,2.0013783,-1.860997,-4.8326435,0.63003784,-3.5376656,-0.50989485,-0.13223867,-0.88316214,26,seg_6a8s,STTC
-1.0609545,-2.6377842,-2.066089,-0.44983566,5.2578154,-0.032461554,1.0026978,2.8705227,-2.2645936,-4.8549805,-0.41146398,-3.9181323,-0.3715062,0.8353845,-0.49359187,26,seg_8a10s,STTC
-0.76765835,-2.8411198,-2.6584997,-0.1896728,2.6136923,0.87862,-0.40126872,-0.20418759,0.16694565,-4.8635745,1.3617116,-1.7702986,0.5369059,-0.7202353,-0.016198635,27,seg_0a2s,NORM
-0.8633854,-2.7616398,-2.826383,-0.37499657,2.3060942,0.9798626,-0.0054580644,-0.07301372,0.05807566,-4.6940413,1.0989648,-1.696635,0.4574129,-0.64129335,0.19252774,27,seg_2a4s,NORM
-0.8810824,-2.9080977,-2.944531,-0.44135606,2.5173044,1.0448285,-0.16496171,-0.09688787,-0.08633189,-4.8528037,1.0621023,-1.7714034,0.34488636,-0.6259817,0.08231846,27,seg_4a6s,NORM
-0.54398936,-2.8182232,-2.7560968,-0.44245148,2.901921,0.85028565,-0.6419382,-0.37989753,0.23676766,-4.888306,1.2358395,-1.77486,0.43642873,-0.68947417,0.08911214,27,seg_6a8s,NORM
-0.495831,-2.9488344,-2.6456013,-0.32056957,3.3343704,0.8702078,-0.13663054,-0.8491972,-0.5757779,-5.065212,0.9009098,-2.4833105,0.034545578,-0.71496195,0.043083802,27,seg_8a10s,NORM
-0.47842497,-2.1124673,-2.3942585,-0.8272309,3.7093244,0.08975187,0.27940738,2.1293602,-2.7541535,-4.1963296,1.172021,-3.4879038,-0.25305557,-0.34674853,-0.7785486,28,seg_0a2s,STTC
-0.31537208,-3.127212,-2.8348532,-0.61979026,4.1333876,-0.31944063,0.5665774,2.1876636,-2.7999272,-5.6123543,1.0847719,-3.9319339,-0.66389775,-0.4920931,-0.80131817,28,seg_2a4s,STTC
-0.41769817,-2.8925154,-2.3807502,-0.90567285,4.1216674,0.1520104,0.42902663,2.2403448,-2.6665778,-4.889928,0.78754073,-3.2516623,-0.32664847,-0.52297306,-0.3916848,28,seg_4a6s,STTC
-1.1014076,-3.1010144,-1.8638744,0.27412683,5.3223767,-0.0372819,0.12766749,3.3702438,-2.8360288,-4.5361423,0.45574299,-3.8369625,-0.34719765,0.16807237,-0.5323088,28,seg_6a8s,STTC
-0.7968555,-3.6163185,-2.5234032,-0.2938459,5.713802,-0.12820911,0.31098482,4.071355,-2.60016,-5.3593946,0.27973217,-4.247679,-0.6266322,0.08000972,-0.42472842,28,seg_8a10s,STTC
-1.1209921,-1.5250839,-3.1863751,0.25458705,1.8769276,0.5406209,0.57616836,0.2987944,-0.29525796,-2.030024,0.3404067,-3.0258358,-0.30487794,0.40056765,-0.23539716,29,seg_0a2s,NORM
-0.75779986,-1.0421073,-2.5748606,0.96703285,2.639283,0.36464205,0.48769048,0.89594483,-0.39557856,-1.8559346,-0.05345436,-2.5093129,0.19451623,0.9829126,-0.31320646,29,seg_2a4s,NORM
-0.39575255,-0.6870251,-3.319222,0.47380742,2.817427,0.38893265,0.62187874,0.54210985,-0.8121113,-2.1751325,-0.17020847,-2.8784611,-0.04841088,1.1371468,-0.44124243,29,seg_4a6s,NORM
-1.0140892,-1.5246092,-2.6098547,0.34350985,1.860233,0.5019585,0.57717407,0.24968237,-0.09655231,-1.9677337,0.24604458,-2.7702973,-0.091005325,0.45741534,-0.10444531,29,seg_6a8s,NORM
-0.9866609,-1.43675,-3.309567,0.062691174,2.371357,0.86002994,0.15803191,0.030079097,-0.57494897,-2.2828736,0.20515904,-2.6447918,-0.41163516,0.31606227,-0.111904055,29,seg_8a10s,NORM
-0.24021322,-3.9287632,-1.0182679,-2.1154432,4.17703,-1.1444803,0.7012783,0.1526266,-2.238241,-3.797987,0.52809834,-5.5765862,-0.9429157,-0.490292,-0.48733953,30,seg_0a2s,HYP
0.5660443,-3.663171,-1.5111864,-2.2591784,5.4644713,-1.6672958,0.5529214,0.9557638,-2.6535327,-4.749378,0.10429535,-5.9233165,-0.5879253,0.65423954,-0.31374937,30,seg_2a4s,HYP
-0.7730175,-4.4715776,-0.95913535,-1.8748016,5.666199,-1.2884037,0.028245814,1.7095872,-2.3772483,-3.0162897,0.10608875,-6.102172,-0.72803974,0.23494798,-0.51072574,30,seg_4a6s,HYP
-0.45781106,-4.1029077,-3.8288212,-4.076823,7.278455,-1.2299042,-0.698028,0.1722883,-3.306633,-2.8056076,-1.6899627,-6.7822895,-3.4736667,0.2079811,0.2065369,30,seg_6a8s,HYP
